做那么繁琐的设计特效为所谓大片“炫目”，,0.1595,-1
砍瓜切菜特效有些假，,0.1377,-1
看多了炫技的新科技特效片，,0.7291,1
吹上天的特效，,0.1473,-1
即便阿丽塔那动漫感十足的大眼睛反复提醒你这是个特效角色，,0.3826,0
从特效上说，,0.2391,-1
看特效，,0.299,-1
这两年这类卖特效的好莱坞烂片都是这个套路。,0.134,-1
这样的剧情根本配不上这样的特效水准，,0.141,-1
这片除了特效没有可以看的价值了。,0.1834,-1
！視覺特效就更不用說了，,0.1569,-1
特效华丽又真实！,0.7979,1
不得不佩服CGI和特效创造的主人公，,0.3513,0
绝对是当前最强特效。,0.4186,0
两颗星送给打斗场面和特效。,0.2473,-1
第一支预告片后制作团队第一件事把女主双眼再放大大眼－1星按照解剖学这么大的眼睛只能说女主原来没脑子啊难怪只有她幸存了一开始还很期待的剧情也和原著差别很大再－1星留给特效一点面子不打一星,0.1474,-1
特效还是不错的。,0.6634,0
这片哪怕特效也起码值3星，,0.3824,0
也就特效能看看，,0.1976,-1
特效很棒画面不错世界观立得还行但讲故事这一点真的烂的无话可说,0.3006,0
如果是冲着卡梅隆的特效去的，,0.1875,-1
看的如坐针毡一边想睡觉一边想电影什么时候完啊开挂女主一路打怪顺便谈恋爱的故事还插入了运动政治自由阶级等诸多没说明白的大坑各种无脑圣母情结为了秀特效的桥段导演想说的太多哪个都没说透故事线没起伏人物塑造没深意说洗白就洗白便当领的没成本反派死于话多倒是青少年叛逆很明晰世界观那么大要拍续集的架势冲着诺叔最后一个镜头我却一点也不期待真的是浪费时间,,
特效华丽且精致，,0.808,1
不过如此震人心的特效，,0.3092,0
特效强大的视觉盛宴。,0.7819,1
动作场面特效什么的是很华丽很爽了，,0.8925,1
本片的特效不是服务于电影，,0.1428,-1
电影只是为了演示特效。,0.1729,-1
那就看特效，,0.1805,-1
特效和动作设计是可以的，,0.6823,0
一开始你被那些无可挑剔的特效吸引了，,0.4031,0
CG标杆视觉盛宴强烈推荐赛博朋克废土文化现在CG圈最火爆的题材前半段节奏稍慢后面一个小时三个高潮年纪大了看人机恋情都想哭一开始对于阿丽塔的外形不满意脸不符合我审美身体有问题没有胸腔虽是改造人也要有性别区分吧也是为后期升级铺路了最后的终极造型还是超酷炫的遗憾没有一张超清海报是终极造型动作CG电影在动作角度上分分钟击中心灵横向对比秒杀《毒液：致命守护者》《海王》把《流浪地球》锤成沙那些能给流浪特效五星的人该去影厅洗洗眼睛再吹不迟（按照京迷的逻辑电影五星非国产扣一卡梅隆快20年才搞出个这么东西扣一星打打杀杀不符合和谐社会扣一星这么多顶尖技术加成团队过于强大印象分加成太多再扣一星终得一星）想起《杀戮都市》漫改电影一成功是让没看过的看完电影想去追漫头号玩家可一比,,
令人印象深刻的不是故事也不是特效制作，,0.5076,0
真人面部表情的特效应该是目前顶尖了，,0.6135,0
特效和打斗场面有多赞，,0.7822,1
场面设计和特效细节的表现无疑是顶尖水准，,0.7957,1
特效4.5星，,0.382,0
只能看看特效了。,0.1554,-1
哈这居然是pg13...需要啥storyline啊光是打比赛的特效就五颗星何况是有故事线的想当waltz女儿（。,0.7881,1
给特效加一星。,0.1612,-1
呈现出一部特效震撼、画面细腻、剧情宏大的作品，,0.8478,1
当特效片看吧，,0.206,-1
特别期特效部分的幕后揭秘！,0.3234,0
突然明白为啥卡神花痴一般的求灭霸出演自己的电影；6、特效真是每一毛钱都花在了刀刃上，,0.1651,-1
特效真棒，,0.8052,1
特效真是爽，,0.7435,1
特效还行，,0.5824,0
这是特效技术和人文关怀的双重胜利，,0.5848,0
有点白瞎了那么好的特效。,0.1782,-1
好在有特效和几场追逐戏撑着。,0.5565,0
特效是WOW级别的精彩，,0.8074,1
于是整体自行收窄为一部特效动作片，,0.2159,-1
有很赞的真人特效动作世界和世界观，,0.9041,1
细节及特效极细腻！,0.8242,1
未见的特效和动作！,0.3788,0
去的戛然而止；即便是jumpandscare吓人特效和音效而言，,0.1998,-1
特效可以的，,0.5686,0
4.技术和特效更好了，,0.7915,1
特效也看着养眼而那个“兵兵”造型最可爱，,0.7434,1
过去我们对这样爆米花的電影感觉就是打斗和特效，,0.7248,1
既没有在特效上玩出花儿，,0.1544,-1
特效陈旧敷衍，,0.1375,-1
"特效方面并没有非常震撼,应该是特色怪物们也没有特别有特色的。",0.1535,-1
特效五毛，,0.1558,-1
我总结下电影①:二流的特效（然而就这种二流特效展现的效果也寥寥无几）②:三流的剧情（或者说是最不入流的剧情，,0.1767,-1
总分:4分评语:一部让人焦躁不安如坐针毡的老套的不能再老套的二流特效科幻电影（我TM的还追的凌晨首映还是TM的IMAX）,0.3805,0
结果这部特效是好了，,0.1569,-1
这个片子的特效和场面寒酸到不值一提，,0.1372,-1
这可能是2019年特效最糟糕的好莱坞大片儿了吧……,0.1443,-1
及其尬的特效，,0.1399,-1
新版的《黑衣人》特效上趋于无懈，,0.3926,0
就连特效场面都好一般。,0.1594,-1
我没有想到的是特效做得这么烂还我两块五！,0.1308,-1
特效创意垃圾，,0.1332,-1
"特效也养眼,阿拉伯混血反派出场,梳着小脏鞭,够狠,挺酷.果然在好莱坞,政治正确很重要,女性领导主要剧情.上下级情同父子,有悬疑,最后反转,关键情节就不剧透了.笑点挺多,好评!!!!",0.6786,0
升级的只有特效，,0.1747,-1
特效还行，,0.5824,0
特效还好,0.4604,0
但特效场面还是在水准之上，,0.2207,-1
只能为特效打分了，,0.1584,-1
最后他的邦德选择死于一种无特效药可治，,0.2263,-1
打斗和特效场面都是太简单了，,0.3079,0
1、特效和美术来得相当炫酷！,0.8061,1
在特效糊弄，,0.1312,-1
特效甚至不如国内某些手游。,0.1486,-1
且有特效加持的「虚」，,0.1808,-1
打斗和特效挺亮眼的，,0.8459,1
特效都达成我的娱乐需求，,0.3724,0
功夫不行特效来填，,0.1504,-1
这粗制滥造的特效，,0.1334,-1
特效还可以，,0.8062,1
特效已经到位了，,0.356,0
特效也到位，,0.3524,0
虽然有极好的服装设计和特效镜头，,0.5222,0
很喜欢这个冰人的特效，,0.798,1
这片子竟然出奇的不错开始以为是5毛钱特效烂片。,0.1311,-1
中规中矩的好莱坞特效爆米花电影，,0.8547,1
3.5特效好，,0.7493,1
以为是爆米花特效片，,0.2514,-1
如果特效团队交给迪士尼，,0.382,0
特效和动作场面都合格。,0.8582,1
特效还可以。,0.8052,1
分数全部给怪物形象设计和特效。,0.1349,-1
设定特效都好，,0.7475,1
特效还不错🤪女孩也不错,0.7484,1
尽管拿了特效提名，,0.2855,-1
依旧不能算是一部以特效取胜的片子。,0.1479,-1
特效还可以,0.8036,1
特效相当OK剧情不错不会打盹有时间的话可以看一下……,0.518,0
也能推进剧情…呵呵…特效台词画面都只能算中规中矩。,0.2295,-1
特效做得不错，,0.577,0
...这片子只能说变异兽特效做的还不错，,0.2404,-1
故事都讲不好特效做的再好有啥用......,0.1541,-1
特效也不错。,0.7546,1
各种怪物的特效设计也蛮好玩的，,0.2979,-1
冒险版的林中小屋赶脚视觉特效跟开头不错剧情一般,0.2308,-1
成本有限特效方面也挺寒酸，,0.1439,-1
这南极的CG特效做得也太假了...,0.1398,-1
特效堆砌出高潮，,0.3264,0
全片无尿点剧情特效打斗都非常完美。,0.8792,1
即使每一帧画面都是特效，,0.2166,-1
ps特效与配乐值得奥斯卡的肯定。,0.8247,1
特效光影在进步着，,0.3657,0
说特效大片看腻了想看有剧情的，,0.1656,-1
我说特效不好，,0.1465,-1
DC梗超多~没必要用特效大片的要求去看待本片，,0.4345,0
上次看那么无聊的特效大片，,0.1502,-1
特效战斗一般，,0.1508,-1
"故事性:4分音乐:3.5分类型片:3.5分剪辑:4分特效:3.5分寓意:4分演员:4分节奏:3.5分笑果:3.5分爽度:3.5分DC系列:3.5分yes,thisisDC",0.6001,0
dc已经转向开发少儿粉丝了比起《海王》的宏大壮阔不太知道本片1亿美金的特效是不是都捐到希望小学了整体定位极为尴尬除了预告片的笑点以外连故事和基本框架都松松垮垮的为逗比而生然而对主角的包装对观众来说都不讨喜面对漫威气势汹汹越发知道温子仁是个奇才,0.2599,-1
连特效都做成了游戏感的；小朋友们只须看到高贵和善良的力量终将击败丑恶和黑暗就足够了。,0.612,0
或者上世纪九十年代那种特效很一般的极度粗糙的B级屌丝神棍片儿了，,0.1555,-1
拍恐怖片的雷沃纳尔把恶魔附身的特效直接拿来用了，,0.1609,-1
特效仅仅普通水准，,0.1627,-1
《大红狗克里弗》里小朋友们的表演与视觉特效比同样在今天观影的《皮皮鲁与鲁西西之罐头小人》更胜一筹。,0.4089,0
2.5⭐特效其实挺烂的，,0.1303,-1
和特效一样人工感十足,0.7828,1
在并不逼真的特效和各种套路设定中，,0.1481,-1
倒不是因为特效，,0.1626,-1
